movie_id,name,genres,overview
3318,Deterrence (1998),Thriller,After the death of the President  his successor is on the campaign trail to be re elected. On a stop in Colorado  he is suddenly snowed in and he and his entourage are forced to take shelter in a small diner. Of course  the group completely take over from the diner's owner and his French Canadian waitress. Also in the diner is a local redneck and a married couple. Suddenly  the movie moves into a suspense film as the President learns that Iraq has invaded Kuwait and slaughtered hundreds of American soldiers. Setting up temporary communications  the President announces that he will launch a nuclear attack on Iraq immediately if the country does not withdraw. Iraq reacts that they have 23 nuclear missiles trained on the US that they are ready to launch. Tensions mount with the involved civilians offering a different viewpoint to the President from the normal opinions of his advisers. 
3319,Judy Berlin (1999),Drama,A lonely  but talented teacher enjoys a flirtation with her married principal  who returns her affections but is hampered by his high strung wife. He is also hampered by a deadbeat son  who supposedly is becoming a filmmaker. The teacher also has a clueless daughter  who is an aspiring actress. Filmmaker and actress manage to get together  while the teacher and principal can steal their own fleeting moments and a quick kiss during an eclipse. 
3320,Mifune (Mifunes sidste sang) (1999),Comedy|Romance,Kresten has moved from his parents farm on a small Danish island to Copenhagen in order to pursue his working career. When his father dies he has to move back to the farm  where nothing much has happened since he left. He places an ad in the local newspaper to get help running the farm and taking care of his mentally disabled brother. A prostitute named Liva  who is running away from annoying telephone calls  answers it. But running away from your past isn't easy. 
3321,"Waiting Game, The (2000)",Comedy,A group of aspiring young actors wait tables at a New York City restaurant. 
3322,3 Strikes (2000),Comedy,"Brian Hooks plays a character who is just released from jail. And the state adopts a ""3 strikes"" rule for felons that involves serious penalties. Hooks has 2 strikes  and wants to change his life for the better. When a friend picks him up  they are pulled over  and his friend shoots at police officers  and Hooks escapes. Now Hooks  a wanted man  must clear his name of having nothing to do with the shooting. "
3323,Chain of Fools (2000),Comedy|Crime,"Chain of Fools is a heist comedy romance about a hapless barber whose life takes a turn for the worse when he ends up in possession of a stolen treasure of ancient coins (the ""Shiny New Enemies"") and simultaneously falls on the wrong side of the law and in love with the detective investigating the crime. "
3324,Drowning Mona (2000),Comedy,Mona Dearly  a spiteful  loud mouthed  unpopular woman dies when the car she is driving plunges off a cliff and into a river near the small upstate New York town where she lives. Wyatt Rash  the local police chief  investigates and suspects foul play in Mona's death. The whole town are suspects  including Wyatt's daughter Ellen  who is about to marry landscape artist Bobby Calzone whose business was suffering from his lazy business partner  Jeff  Mona's slow witted son  as well as waitress Rona Mace  who was having an affair with Mona's husband. 
3325,"Next Best Thing, The (2000)",Comedy|Drama,A comedy drama about best friends   one a straight woman  Abbie  the other a gay man  Robert   who decide to have a child together. Five years later  Abbie falls in love with a straight man and wants to move away with her and Robert's little boy Sam  and a nasty custody battle ensues. 
3326,What Planet Are You From? (2000),Comedy|Sci-Fi,A highly advanced civilization  whose citizens feel no emotion and reproduce by cloning  plans to conquer Earth from the inside by sending an operative  fashioned with a humming  mechanical penis  to impregnate a human and stay until the birth. The alien  Harold Anderson  goes to Phoenix as a banker and sets to work finding a mate. His approaches to women are inept  and the humming phallus doesn't help  but on the advice of a banking colleague  he cruises an A.A. meeting  meets Susan  and somehow convinces her to marry him. The clock starts to tick: will she conceive  have a baby  and lose Harold (and the child) to his planet before he discovers emotion and starts to care  
3327,Beyond the Mat (2000),Documentary,"This documentary focuses on the lives of professional wrestlers Terry Funk  Mick Foley (Mankind)  Jake Roberts (Jake the Snake) and Darren Drozdov (Droz). As the film progresses  the story of their lives unfolds  as we also learn how the wrestling industry is not the plastic weapons fake slap sideshow that many have perceived it as. We are shown how moves  although not actually injuring anyone  are not fake  and extreme training is required to be able to perform the stunts without being harmed. We are also treated to interviews with the family of Mick Foley and what it is like for them to know their father literally puts his life on the line every week and how it feels to have other children call their father a ""fake"". Vince McMahon  owner of World Wrestling Entertainment  also makes a few appearances  responding to criticism on various wrestling situations  including  once again  his real athletes  very real organization being called fake by sources such as USA Today and various news programs. "
3328,Ghost Dog: The Way of the Samurai (1999),Crime|Drama,A hitman who lives by the code of the samurai  works for the mafia and finds himself in their crosshairs when his recent job doesn't go according to plan. Now he must find a way to defend himself and his honor while retaining the code he lives by. 
